time,data,src
1722605830.688159,0.00000,pMarinePID
1722605830.788219,0.00000,pMarinePID
1722605830.889099,0.00000,pMarinePID
1722605830.989279,0.00000,pMarinePID
1722605831.0902789,0.00000,pMarinePID
1722605831.1907089,0.00000,pMarinePID
1722605831.291039,0.00000,pMarinePID
1722605831.391489,0.00000,pMarinePID
1722605831.491929,0.00000,pMarinePID
1722605831.592319,0.00000,pMarinePID
1722605831.692659,0.00000,pMarinePID
1722605831.793109,0.00000,pMarinePID
1722605831.893439,0.00000,pMarinePID
1722605831.893439,0.00000,pMarinePID
1722605831.993829,0.00000,pMarinePID
1722605832.094179,0.00000,pMarinePID
1722605832.1945488,0.00000,pMarinePID
1722605832.294909,0.00000,pMarinePID
1722605832.395349,0.00000,pMarinePID
1722605832.495709,0.00000,pMarinePID
1722605832.596089,0.00000,pMarinePID
1722605832.6966488,0.00000,pMarinePID
1722605832.7970889,0.00000,pMarinePID
1722605832.897449,0.00000,pMarinePID
1722605832.997879,0.00000,pMarinePID
1722605833.098279,0.00000,pMarinePID
1722605833.098279,0.00000,pMarinePID
1722605833.198669,0.00000,pMarinePID
1722605833.299039,0.00000,pMarinePID
1722605833.399409,0.00000,pMarinePID
1722605833.499769,0.00000,pMarinePID
1722605833.600259,0.00000,pMarinePID
1722605833.700629,0.00000,pMarinePID
1722605833.801149,0.00000,pMarinePID
1722605833.901489,0.00000,pMarinePID
1722605834.005399,0.00000,pMarinePID
1722605834.105749,0.00000,pMarinePID
1722605834.206169,0.00000,pMarinePID
1722605834.306529,0.00000,pMarinePID
1722605834.406899,0.00000,pMarinePID
1722605834.5072389,0.00000,pMarinePID
1722605834.607619,0.00000,pMarinePID
1722605834.7080789,0.00000,pMarinePID
1722605834.8084888,0.00000,pMarinePID
1722605834.908859,0.00000,pMarinePID
1722605835.009279,0.00000,pMarinePID
1722605835.109619,0.00000,pMarinePID
1722605835.2099988,0.00000,pMarinePID
1722605835.310329,0.00000,pMarinePID
1722605835.410799,0.00000,pMarinePID
1722605835.511139,0.00000,pMarinePID
1722605835.511139,0.00000,pMarinePID
1722605835.611559,0.00000,pMarinePID
1722605835.711909,0.00000,pMarinePID
1722605835.812279,0.00000,pMarinePID
1722605835.9126189,0.00000,pMarinePID
1722605836.013069,0.00000,pMarinePID
1722605836.113429,0.00000,pMarinePID
1722605836.213809,0.00000,pMarinePID
1722605836.314159,0.00000,pMarinePID
1722605836.414579,0.00000,pMarinePID
1722605836.514919,0.00000,pMarinePID
1722605836.615339,0.00000,pMarinePID
1722605836.715779,0.00000,pMarinePID
1722605836.816169,0.00000,pMarinePID
1722605836.916539,0.00000,pMarinePID
1722605837.017089,0.00000,pMarinePID
1722605837.117469,0.00000,pMarinePID
1722605837.217889,0.00000,pMarinePID
1722605837.318279,0.00000,pMarinePID
1722605837.418639,0.00000,pMarinePID
1722605837.519019,0.00000,pMarinePID
1722605837.619509,0.00000,pMarinePID
1722605837.719919,0.00000,pMarinePID
1722605837.820319,0.00000,pMarinePID
1722605837.920699,0.00000,pMarinePID
1722605838.021079,0.00000,pMarinePID
1722605838.1218789,0.00000,pMarinePID
1722605838.222239,0.00000,pMarinePID
1722605838.322619,0.00000,pMarinePID
1722605838.422989,0.00000,pMarinePID
1722605838.523359,0.00000,pMarinePID
1722605838.623689,0.00000,pMarinePID
1722605838.7242289,0.00000,pMarinePID
1722605838.824579,0.00000,pMarinePID
1722605838.924979,0.00000,pMarinePID
1722605839.025459,0.00000,pMarinePID
1722605839.125819,0.00000,pMarinePID
1722605839.226259,0.00000,pMarinePID
1722605839.326629,0.00000,pMarinePID
1722605839.427119,0.00000,pMarinePID
1722605839.527799,0.00000,pMarinePID
1722605839.628249,0.00000,pMarinePID
1722605839.728639,0.00000,pMarinePID
1722605839.8292189,0.00000,pMarinePID
1722605839.9296489,0.00000,pMarinePID
1722605840.031709,0.00000,pMarinePID
1722605840.132099,0.00000,pMarinePID
1722605840.232529,0.00000,pMarinePID
1722605840.332919,0.00000,pMarinePID
1722605840.332919,0.00000,pMarinePID
1722605840.4333189,0.00000,pMarinePID
1722605840.533979,0.00000,pMarinePID
1722605840.634389,0.00000,pMarinePID
1722605840.734959,0.00000,pMarinePID
1722605840.8360689,0.00000,pMarinePID
1722605840.936529,0.00000,pMarinePID
1722605841.037199,0.00000,pMarinePID
1722605841.137599,0.00000,pMarinePID
1722605841.237939,0.00000,pMarinePID
1722605841.338849,0.00000,pMarinePID
1722605841.439309,0.00000,pMarinePID
1722605841.539869,0.00000,pMarinePID
1722605841.640249,0.00000,pMarinePID
1722605841.740669,0.00000,pMarinePID
1722605841.841109,0.00000,pMarinePID
1722605841.941479,0.00000,pMarinePID
1722605842.041929,0.00000,pMarinePID
1722605842.142289,0.00000,pMarinePID
1722605842.2426488,0.00000,pMarinePID
1722605842.3430789,0.00000,pMarinePID
1722605842.443429,0.00000,pMarinePID
1722605842.543899,0.00000,pMarinePID
1722605842.644319,0.00000,pMarinePID
1722605842.744859,0.00000,pMarinePID
1722605842.845239,0.00000,pMarinePID
1722605842.945699,0.00000,pMarinePID
1722605843.0460489,0.00000,pMarinePID
1722605843.1464489,0.00000,pMarinePID
1722605843.246849,0.00000,pMarinePID
1722605843.347239,0.00000,pMarinePID
1722605843.447579,0.00000,pMarinePID
1722605843.547999,0.00000,pMarinePID
1722605843.648699,0.00000,pMarinePID
1722605843.749209,0.00000,pMarinePID
1722605843.849619,0.00000,pMarinePID
1722605843.9500089,0.00000,pMarinePID
1722605844.050379,0.00000,pMarinePID
1722605844.150799,0.00000,pMarinePID
1722605844.251139,0.00000,pMarinePID
1722605844.352169,0.00000,pMarinePID
1722605844.4526389,0.00000,pMarinePID
1722605844.553179,0.00000,pMarinePID
1722605844.653609,0.00000,pMarinePID
1722605844.754159,0.00000,pMarinePID
1722605844.854609,0.00000,pMarinePID
1722605844.955009,0.00000,pMarinePID
1722605845.055539,0.00000,pMarinePID
1722605845.155959,0.00000,pMarinePID
1722605845.2563388,0.00000,pMarinePID
1722605845.356919,0.00000,pMarinePID
1722605845.457399,0.00000,pMarinePID
1722605845.557819,0.00000,pMarinePID
1722605845.6582289,0.00000,pMarinePID
1722605845.7586288,0.00000,pMarinePID
1722605845.859029,0.00000,pMarinePID
1722605845.9594789,0.00000,pMarinePID
1722605846.059879,0.00000,pMarinePID
1722605846.160379,0.00000,pMarinePID
1722605846.260859,0.00000,pMarinePID
1722605846.361239,0.00000,pMarinePID
1722605846.361239,0.00000,pMarinePID
1722605846.461609,0.00000,pMarinePID
1722605846.561969,0.00000,pMarinePID
1722605846.662409,0.00000,pMarinePID
1722605846.762889,0.00000,pMarinePID
1722605846.864089,0.00000,pMarinePID
1722605846.964479,0.00000,pMarinePID
1722605847.065619,0.00000,pMarinePID
1722605847.1661088,0.00000,pMarinePID
1722605847.266499,0.00000,pMarinePID
1722605847.366909,0.00000,pMarinePID
1722605847.467339,0.00000,pMarinePID
1722605847.567679,0.00000,pMarinePID
1722605847.6680589,0.00000,pMarinePID
1722605847.768409,0.00000,pMarinePID
1722605847.868829,0.00000,pMarinePID
1722605847.969229,0.00000,pMarinePID
1722605848.069649,0.00000,pMarinePID
1722605848.170029,0.00000,pMarinePID
1722605848.270489,0.00000,pMarinePID
1722605848.370849,0.00000,pMarinePID
1722605848.471279,0.00000,pMarinePID
1722605848.571629,0.00000,pMarinePID
1722605848.672149,0.00000,pMarinePID
1722605848.772629,0.00000,pMarinePID
1722605848.772629,0.00000,pMarinePID
1722605848.873239,0.00000,pMarinePID
1722605848.973589,0.00000,pMarinePID
1722605849.074039,0.00000,pMarinePID
1722605849.174509,0.00000,pMarinePID
1722605849.274939,0.00000,pMarinePID
1722605849.3757489,0.00000,pMarinePID
1722605849.476129,0.00000,pMarinePID
1722605849.576479,0.00000,pMarinePID
1722605849.676899,0.00000,pMarinePID
1722605849.777329,0.00000,pMarinePID
1722605849.877779,0.00000,pMarinePID
1722605849.978179,0.00000,pMarinePID
1722605850.078559,0.00000,pMarinePID
1722605850.1789188,0.00000,pMarinePID
1722605850.2793388,0.00000,pMarinePID
1722605850.381119,0.00000,pMarinePID
1722605850.481549,0.00000,pMarinePID
1722605850.581899,0.00000,pMarinePID
1722605850.6822789,0.00000,pMarinePID
1722605850.782729,0.00000,pMarinePID
1722605850.883189,0.00000,pMarinePID
1722605850.9835389,0.00000,pMarinePID
1722605851.084009,0.00000,pMarinePID
1722605851.184429,0.00000,pMarinePID
1722605851.284879,0.00000,pMarinePID
1722605851.385259,0.00000,pMarinePID
1722605851.485709,0.00000,pMarinePID
1722605851.5860689,0.00000,pMarinePID
1722605851.686509,0.00000,pMarinePID
1722605851.786849,0.00000,pMarinePID
1722605851.887249,0.00000,pMarinePID
1722605851.987619,0.00000,pMarinePID
1722605852.088069,0.00000,pMarinePID
1722605852.1884089,0.00000,pMarinePID
1722605852.288869,0.00000,pMarinePID
1722605852.3892589,0.00000,pMarinePID
1722605852.489649,0.00000,pMarinePID
1722605852.590019,0.00000,pMarinePID
1722605852.690459,0.00000,pMarinePID
1722605852.7909489,0.00000,pMarinePID
1722605852.891389,0.00000,pMarinePID
1722605852.991729,0.00000,pMarinePID
1722605853.092129,0.00000,pMarinePID
1722605853.192549,0.00000,pMarinePID
1722605853.293119,0.00000,pMarinePID
1722605853.393499,0.00000,pMarinePID
1722605853.493959,0.00000,pMarinePID
1722605853.594349,0.00000,pMarinePID
1722605853.6947489,0.00000,pMarinePID
1722605853.795129,0.00000,pMarinePID
1722605853.895519,0.00000,pMarinePID
1722605853.995969,0.00000,pMarinePID
1722605854.096469,0.00000,pMarinePID
1722605854.196819,0.00000,pMarinePID
1722605854.2972689,0.00000,pMarinePID
1722605854.397649,0.00000,pMarinePID
1722605854.498079,0.00000,pMarinePID
1722605854.598549,0.00000,pMarinePID
1722605854.698969,0.00000,pMarinePID
1722605854.799479,0.00000,pMarinePID
1722605854.8999588,0.00000,pMarinePID
1722605855.0003889,0.00000,pMarinePID
1722605855.100759,0.00000,pMarinePID
1722605855.201259,0.00000,pMarinePID
1722605855.301699,0.00000,pMarinePID
1722605855.4020588,0.00000,pMarinePID
1722605855.502469,0.00000,pMarinePID
1722605855.602849,0.00000,pMarinePID
1722605855.7033389,0.00000,pMarinePID
1722605855.803739,0.00000,pMarinePID
1722605855.9041789,0.00000,pMarinePID
1722605856.004529,0.00000,pMarinePID
1722605856.104919,0.00000,pMarinePID
1722605856.205309,0.00000,pMarinePID
1722605856.3056889,0.00000,pMarinePID
1722605856.4061089,0.00000,pMarinePID
1722605856.506479,0.00000,pMarinePID
1722605856.606829,0.00000,pMarinePID
1722605856.707219,0.00000,pMarinePID
1722605856.807729,0.00000,pMarinePID
1722605856.908099,0.00000,pMarinePID
1722605857.008529,0.00000,pMarinePID
1722605857.108929,0.00000,pMarinePID
1722605857.209539,0.00000,pMarinePID
1722605857.309949,0.00000,pMarinePID
1722605857.4103189,0.00000,pMarinePID
1722605857.510669,0.00000,pMarinePID
1722605857.611129,0.00000,pMarinePID
1722605857.711479,0.00000,pMarinePID
1722605857.811859,0.00000,pMarinePID
1722605857.913559,0.00000,pMarinePID
1722605858.013049,0.00000,pMarinePID
1722605858.113409,0.00000,pMarinePID
1722605858.213849,0.00000,pMarinePID
1722605858.314219,0.00000,pMarinePID
1722605858.4146988,0.00000,pMarinePID
1722605858.515639,0.00000,pMarinePID
1722605858.616169,0.00000,pMarinePID
1722605858.7165189,0.00000,pMarinePID
1722605858.817229,0.00000,pMarinePID
1722605858.917579,0.00000,pMarinePID
1722605859.017979,0.00000,pMarinePID
1722605859.118339,0.00000,pMarinePID
1722605859.218739,0.00000,pMarinePID
1722605859.319089,0.00000,pMarinePID
1722605859.419539,0.00000,pMarinePID
